date,hour,load
9/8/2013,23,950.78
9/8/2013,24,904.07
9/9/2013,1,861.18
9/9/2013,2,835.04
9/9/2013,3,816.91
9/9/2013,4,804.44
9/9/2013,5,812.51
9/9/2013,6,862.67
9/9/2013,7,879.64
9/9/2013,8,1082.19
9/9/2013,9,1207.69
9/9/2013,10,1299.62
9/9/2013,11,1343.68
9/9/2013,12,1331.9
9/9/2013,13,1334.6
9/9/2013,14,1332.44
9/9/2013,15,1306.56
9/9/2013,16,1268.32
9/9/2013,17,1196.95
9/9/2013,18,1106.21
9/9/2013,19,1171.35
9/9/2013,20,1141.71
9/9/2013,21,1143.5
9/9/2013,22,1070.89
9/9/2013,23,982.11
9/9/2013,24,930.12
9/10/2013,1,875.44
9/10/2013,2,846.45
9/10/2013,3,813.71
9/10/2013,4,808.97
9/10/2013,5,818.42
9/10/2013,6,863.92
9/10/2013,7,878.44
9/10/2013,8,1081.72
9/10/2013,9,1194.58
9/10/2013,10,1265.41
9/10/2013,11,1324.92
9/10/2013,12,1331.12
9/10/2013,13,1350.59
9/10/2013,14,1368.36
9/10/2013,15,1338.6
9/10/2013,16,1308.37
9/10/2013,17,1196.06
9/10/2013,18,1141.43
9/10/2013,19,1233.56
9/10/2013,20,1169.03
9/10/2013,21,1122.75
9/10/2013,22,1080.95
9/10/2013,23,1014.47
9/10/2013,24,941.51
9/11/2013,1,883.21
9/11/2013,2,854.58
9/11/2013,3,805.32
9/11/2013,4,801.01
9/11/2013,5,810.64
9/11/2013,6,846.65
9/11/2013,7,865.95
9/11/2013,8,1043.67
9/11/2013,9,1181.49
9/11/2013,10,1267.99
9/11/2013,11,1310.9
9/11/2013,12,1309.54
9/11/2013,13,1308.43
9/11/2013,14,1331.81
9/11/2013,15,1305.21
9/11/2013,16,1268.75
9/11/2013,17,1177.38
9/11/2013,18,1105.06
9/11/2013,19,1175.73
9/11/2013,20,1166.34
9/11/2013,21,1119.14
9/11/2013,22,1078.73
9/11/2013,23,1016.41
9/11/2013,24,949.34
9/12/2013,1,905.3
9/12/2013,2,876.19
9/12/2013,3,844.41
9/12/2013,4,838.79
9/12/2013,5,837.68
9/12/2013,6,854.23
9/12/2013,7,872.97
9/12/2013,8,1048.14
9/12/2013,9,1183.14
9/12/2013,10,1258.81
9/12/2013,11,1298.42
9/12/2013,12,1289.02
9/12/2013,13,1283.16
9/12/2013,14,1289.17
9/12/2013,15,1286.35
9/12/2013,16,1252.95
9/12/2013,17,1165.41
9/12/2013,18,1089.75
9/12/2013,19,1157.57
9/12/2013,20,1123.8
9/12/2013,21,1093.3
9/12/2013,22,1034
9/12/2013,23,968.11
9/12/2013,24,907.43
9/13/2013,1,846.36
9/13/2013,2,814.28
9/13/2013,3,799.66
9/13/2013,4,784.64
9/13/2013,5,782.78
9/13/2013,6,820.67
9/13/2013,7,825.45
9/13/2013,8,1018.08
9/13/2013,9,1190.28
9/13/2013,10,1274.07
9/13/2013,11,1327.32
9/13/2013,12,1383.05
9/13/2013,13,1332.38
9/13/2013,14,1345.8
9/13/2013,15,1341.02
9/13/2013,16,1276.04
9/13/2013,17,1170.69
9/13/2013,18,1068.33
9/13/2013,19,1129.68
9/13/2013,20,1114.06
9/13/2013,21,1078.69
9/13/2013,22,1049.87
9/13/2013,23,1010.54
9/13/2013,24,965.08
9/14/2013,1,915.45
9/14/2013,2,881.81
9/14/2013,3,848.64
9/14/2013,4,818.41
9/14/2013,5,815.32
9/14/2013,6,820.39
9/14/2013,7,806.42
9/14/2013,8,914.67
9/14/2013,9,1033.32
9/14/2013,10,1103.38
9/14/2013,11,1139.22
9/14/2013,12,1131.18
9/14/2013,13,1115.55
9/14/2013,14,1098.63
9/14/2013,15,1106.15
9/14/2013,16,1031.44
9/14/2013,17,976.71
9/14/2013,18,966.12
9/14/2013,19,1080.97
9/14/2013,20,1091.09
9/14/2013,21,1063.1
9/14/2013,22,1027.62
9/14/2013,23,985.11
9/14/2013,24,939.01
9/15/2013,1,885.88
9/15/2013,2,853.39
9/15/2013,3,822.87
9/15/2013,4,807.19
9/15/2013,5,800.99
9/15/2013,6,778.32
9/15/2013,7,742.17
9/15/2013,8,784.51
9/15/2013,9,854.21
9/15/2013,10,915.09
9/15/2013,11,971.5
9/15/2013,12,996.13
9/15/2013,13,996.14
9/15/2013,14,988.15
9/15/2013,15,958.52
9/15/2013,16,936.57
9/15/2013,17,923.5
9/15/2013,18,939.83
9/15/2013,19,1043.79
9/15/2013,20,1035.36
9/15/2013,21,1029.34
9/15/2013,22,1023.67
9/15/2013,23,957
9/15/2013,24,908.12
9/16/2013,1,873.21
9/16/2013,2,851.09
9/16/2013,3,829.16
9/16/2013,4,816.47
9/16/2013,5,823.68
9/16/2013,6,866.05
9/16/2013,7,889.16
9/16/2013,8,1088.28
9/16/2013,9,1214.31
9/16/2013,10,1265.96
9/16/2013,11,1345.2
9/16/2013,12,1335.24
9/16/2013,13,1323.07
9/16/2013,14,1319.45
9/16/2013,15,1315.34
9/16/2013,16,1276.3
9/16/2013,17,1188.6
9/16/2013,18,1126.6
9/16/2013,19,1188.16
9/16/2013,20,1162.1
9/16/2013,21,1118.64
9/16/2013,22,1032.27
9/16/2013,23,1004.61
9/16/2013,24,934.95
9/17/2013,1,896.85
9/17/2013,2,848.96
9/17/2013,3,822.25
9/17/2013,4,810.78
9/17/2013,5,818.26
9/17/2013,6,860.44
9/17/2013,7,871.78
9/17/2013,8,1059.86
9/17/2013,9,1216.43
9/17/2013,10,1299.92
9/17/2013,11,1346.78
9/17/2013,12,1349.52
9/17/2013,13,1351.82
9/17/2013,14,1378.36
9/17/2013,15,1359.39
9/17/2013,16,1303.09
9/17/2013,17,1210.84
9/17/2013,18,1126.98
9/17/2013,19,1131.33
9/17/2013,20,1088.73
9/17/2013,21,1067.47
9/17/2013,22,1006.91
9/17/2013,23,953.38
9/17/2013,24,901.64
9/18/2013,1,864.94
9/18/2013,2,827.94
9/18/2013,3,814.85
9/18/2013,4,810.73
9/18/2013,5,822.77
9/18/2013,6,857.65
9/18/2013,7,871.32
9/18/2013,8,1011.18
9/18/2013,9,1138.96
9/18/2013,10,1214.71
9/18/2013,11,1248.69
9/18/2013,12,1259.23
9/18/2013,13,1260.81
9/18/2013,14,1267.78
9/18/2013,15,1254.93
9/18/2013,16,1174.3
9/18/2013,17,1136.55
9/18/2013,18,1078.12
9/18/2013,19,1139.7
9/18/2013,20,1098.7
9/18/2013,21,1062.6
9/18/2013,22,1008.33
9/18/2013,23,950.5
9/18/2013,24,905.01
9/19/2013,1,867.8
9/19/2013,2,832.62
9/19/2013,3,815.94
9/19/2013,4,800.45
9/19/2013,5,801.32
9/19/2013,6,837.27
9/19/2013,7,860.78
9/19/2013,8,1023.28
9/19/2013,9,1157.68
9/19/2013,10,1237.13
9/19/2013,11,1294.95
9/19/2013,12,1283.26
9/19/2013,13,1284.82
9/19/2013,14,1314.35
9/19/2013,15,1310.87
9/19/2013,16,1251.34
9/19/2013,17,1168.11
9/19/2013,18,1093.02
9/19/2013,19,1162.81
9/19/2013,20,1130.61
9/19/2013,21,1087.76
9/19/2013,22,1029.89
9/19/2013,23,974.99
9/19/2013,24,910.67
9/20/2013,1,869.57
9/20/2013,2,842.48
9/20/2013,3,823.83
9/20/2013,4,813.99
9/20/2013,5,822.7
9/20/2013,6,851.7
9/20/2013,7,868.33
9/20/2013,8,1042.04
9/20/2013,9,1183.64
9/20/2013,10,1284.84
9/20/2013,11,1311.6
9/20/2013,12,1331.69
9/20/2013,13,1334.37
9/20/2013,14,1350.2
9/20/2013,15,1315.9
9/20/2013,16,1275.76
9/20/2013,17,1170.73
9/20/2013,18,1092.36
9/20/2013,19,1149.55
9/20/2013,20,1105.3
9/20/2013,21,1077.91
9/20/2013,22,1024.62
9/20/2013,23,962.43
9/20/2013,24,905.21
9/21/2013,1,862.78
9/21/2013,2,841.09
9/21/2013,3,822.47
9/21/2013,4,807.2
9/21/2013,5,796.83
9/21/2013,6,784.4
9/21/2013,7,787.89
9/21/2013,8,903.51
9/21/2013,9,1050.83
9/21/2013,10,1140.84
9/21/2013,11,1180.01
9/21/2013,12,1178.6
9/21/2013,13,1144.73
9/21/2013,14,1138.52
9/21/2013,15,1133.39
9/21/2013,16,1095.57
9/21/2013,17,1040.95
9/21/2013,18,1038.22
9/21/2013,19,1132.52
9/21/2013,20,1120.33
9/21/2013,21,1083.97
9/21/2013,22,1042.61
9/21/2013,23,1000.89
9/21/2013,24,945.58
9/22/2013,1,892.5
9/22/2013,2,865.73
9/22/2013,3,850.85
9/22/2013,4,836.53
9/22/2013,5,826.61
9/22/2013,6,816.48
9/22/2013,7,782.39
9/22/2013,8,828.94
9/22/2013,9,884.03
9/22/2013,10,931.77
9/22/2013,11,975.35
9/22/2013,12,970.38
9/22/2013,13,972.89
9/22/2013,14,972.1
9/22/2013,15,962.38
9/22/2013,16,940.89
9/22/2013,17,929.83
9/22/2013,18,945.69
9/22/2013,19,1047.61
9/22/2013,20,1037.8
9/22/2013,21,1006.28
9/22/2013,22,983.51
9/22/2013,23,931.95
9/22/2013,24,884.33
9/23/2013,1,851.59
9/23/2013,2,828.41
9/23/2013,3,818.76
9/23/2013,4,815.75
9/23/2013,5,824.78
9/23/2013,6,859.39
9/23/2013,7,884.67
9/23/2013,8,1070.21
9/23/2013,9,1220.11
9/23/2013,10,1325.65
9/23/2013,11,1369.39
9/23/2013,12,1371.44
9/23/2013,13,1377.9
9/23/2013,14,1389.74
9/23/2013,15,1377.54
9/23/2013,16,1311.95
9/23/2013,17,1222.2
9/23/2013,18,1144.85
9/23/2013,19,1208.18
9/23/2013,20,1174.56
9/23/2013,21,1137.09
9/23/2013,22,1081.99
9/23/2013,23,1016.88
9/23/2013,24,957.12
9/24/2013,1,919.65
9/24/2013,2,891.9
9/24/2013,3,863.56
9/24/2013,4,827.24
9/24/2013,5,835.09
9/24/2013,6,881.55
9/24/2013,7,898.96
9/24/2013,8,1108.94
9/24/2013,9,1268.11
9/24/2013,10,1347.45
9/24/2013,11,1371.12
9/24/2013,12,1382.69
9/24/2013,13,1401.46
9/24/2013,14,1384.5
9/24/2013,15,1382.19
9/24/2013,16,1299.65
9/24/2013,17,1177.72
9/24/2013,18,1153.74
9/24/2013,19,1218.85
9/24/2013,20,1194.62
9/24/2013,21,1158.13
9/24/2013,22,1103.06
9/24/2013,23,1023.38
9/24/2013,24,961.99
9/25/2013,1,915.35
9/25/2013,2,881.54
9/25/2013,3,860.04
9/25/2013,4,832.68
9/25/2013,5,853.34
9/25/2013,6,887.76
9/25/2013,7,894.28
9/25/2013,8,1082.63
9/25/2013,9,1237.82
9/25/2013,10,1301.9
9/25/2013,11,1347.4
9/25/2013,12,1365.83
9/25/2013,13,1369.69
9/25/2013,14,1358.32
9/25/2013,15,1298.21
9/25/2013,16,1249.13
9/25/2013,17,1137.3
9/25/2013,18,1081.33
9/25/2013,19,1112.22
9/25/2013,20,1071.42
9/25/2013,21,1015.6
9/25/2013,22,966.21
9/25/2013,23,902.9
9/25/2013,24,861.86
9/26/2013,1,818.66
9/26/2013,2,797.08
9/26/2013,3,780.2
9/26/2013,4,771.59
9/26/2013,5,786.12
9/26/2013,6,822
9/26/2013,7,836.51
9/26/2013,8,1024.21
9/26/2013,9,1149.3
9/26/2013,10,1215.22
9/26/2013,11,1247.96
9/26/2013,12,1239.24
9/26/2013,13,1230.55
9/26/2013,14,1257.08
9/26/2013,15,1243.66
9/26/2013,16,1198.87
9/26/2013,17,1131.12
9/26/2013,18,1094.34
9/26/2013,19,1152.23
9/26/2013,20,1115.36
9/26/2013,21,1071.64
9/26/2013,22,1023.98
9/26/2013,23,960.21
9/26/2013,24,869.46
9/27/2013,1,830.38
9/27/2013,2,823.75
9/27/2013,3,814.15
9/27/2013,4,807.53
9/27/2013,5,821.26
9/27/2013,6,850.3
9/27/2013,7,871.56
9/27/2013,8,1041.13
9/27/2013,9,1164.87
9/27/2013,10,1254.07
9/27/2013,11,1296.92
9/27/2013,12,1318.77
9/27/2013,13,1313.76
9/27/2013,14,1272.46
9/27/2013,15,1277.49
9/27/2013,16,1210.32
9/27/2013,17,1126.03
9/27/2013,18,1084.28
9/27/2013,19,1148.94
9/27/2013,20,1127.47
9/27/2013,21,1071.56
9/27/2013,22,999.79
9/27/2013,23,961.78
9/27/2013,24,916.86
9/28/2013,1,876.37
9/28/2013,2,854.46
9/28/2013,3,839.31
9/28/2013,4,815.14
9/28/2013,5,801.5
9/28/2013,6,825.03
9/28/2013,7,802.57
9/28/2013,8,909.25
9/28/2013,9,1018.43
9/28/2013,10,1103.71
9/28/2013,11,1127.57
9/28/2013,12,1116.06
9/28/2013,13,1080.55
9/28/2013,14,1052.83
9/28/2013,15,999.3
9/28/2013,16,908.97
9/28/2013,17,882.6
9/28/2013,18,988.52
9/28/2013,19,1034.27
9/28/2013,20,987.43
9/28/2013,21,956.66
9/28/2013,22,914.59
9/28/2013,23,882.17
9/28/2013,24,848.42
9/29/2013,1,811.12
9/29/2013,2,786.36
9/29/2013,3,769
9/29/2013,4,751.21
9/29/2013,5,749.55
9/29/2013,6,744.64
9/29/2013,7,722.71
9/29/2013,8,765.79
9/29/2013,9,809.27
9/29/2013,10,852.22
9/29/2013,11,893.38
9/29/2013,12,895.06
9/29/2013,13,884.32
9/29/2013,14,878.88
9/29/2013,15,858.94
9/29/2013,16,847.05
9/29/2013,17,832.54
9/29/2013,18,872.47
9/29/2013,19,944.32
9/29/2013,20,927.07
9/29/2013,21,898.95
9/29/2013,22,870.59
9/29/2013,23,812.11
9/29/2013,24,777.06
9/30/2013,1,741.73
9/30/2013,2,708.06
9/30/2013,3,700.95
9/30/2013,4,699.39
9/30/2013,5,711.87
9/30/2013,6,759.88
9/30/2013,7,790.76
9/30/2013,8,961.52
9/30/2013,9,1115.97
9/30/2013,10,1198.04
9/30/2013,11,1218.65
9/30/2013,12,1205.02
9/30/2013,13,1186.9
9/30/2013,14,1192.98
9/30/2013,15,1181.92
9/30/2013,16,1154.1
9/30/2013,17,1078.51
9/30/2013,18,1029.68
9/30/2013,19,1077.31
9/30/2013,20,1041.5
9/30/2013,21,981.32
9/30/2013,22,938.02
9/30/2013,23,867.54
9/30/2013,24,811.05
10/1/2013,1,779.2
10/1/2013,2,758.26
10/1/2013,3,748.58
10/1/2013,4,741.37
10/1/2013,5,753.85
10/1/2013,6,796.11
10/1/2013,7,824.92
10/1/2013,8,984.39
10/1/2013,9,1140.24
10/1/2013,10,1227.23
10/1/2013,11,1262.87
10/1/2013,12,1259.87
10/1/2013,13,1264.28
10/1/2013,14,1263.02
10/1/2013,15,1254.93
10/1/2013,16,1208.13
10/1/2013,17,1139.94
10/1/2013,18,1065.55
10/1/2013,19,1137.05
10/1/2013,20,1099.62
10/1/2013,21,1054.46
10/1/2013,22,993.17
10/1/2013,23,938.31
10/1/2013,24,863.43
10/2/2013,1,829.27
10/2/2013,2,798.7
10/2/2013,3,780.53
10/2/2013,4,767.08
10/2/2013,5,776.47
10/2/2013,6,795.42
10/2/2013,7,818.92
10/2/2013,8,1001.69
10/2/2013,9,1171.54
10/2/2013,10,1273.76
10/2/2013,11,1323.17
10/2/2013,12,1317.74
10/2/2013,13,1335.36
10/2/2013,14,1329.48
10/2/2013,15,1305.66
10/2/2013,16,1253.79
10/2/2013,17,1169.56
10/2/2013,18,1117.22
10/2/2013,19,1166.78
10/2/2013,20,1147.65
10/2/2013,21,1103.03
10/2/2013,22,1038.51
10/2/2013,23,983.06
10/2/2013,24,902.54
10/3/2013,1,860.97
10/3/2013,2,830.57
10/3/2013,3,821.37
10/3/2013,4,822.84
10/3/2013,5,828.3
10/3/2013,6,846.11
10/3/2013,7,854.01
10/3/2013,8,963.93
10/3/2013,9,1091.8
10/3/2013,10,1186.54
10/3/2013,11,1248.13
10/3/2013,12,1273.53
10/3/2013,13,1286.38
10/3/2013,14,1276.19
10/3/2013,15,1239.11
10/3/2013,16,1190.02
10/3/2013,17,1133.93
10/3/2013,18,1103.97
10/3/2013,19,1109.15
10/3/2013,20,1076.44
10/3/2013,21,1020.39
10/3/2013,22,963
10/3/2013,23,903.31
10/3/2013,24,864.02
10/4/2013,1,806.35
10/4/2013,2,782.09
10/4/2013,3,765.22
10/4/2013,4,758.81
10/4/2013,5,773.48
10/4/2013,6,809.14
10/4/2013,7,830.09
10/4/2013,8,1015.89
10/4/2013,9,1143.74
10/4/2013,10,1232.24
10/4/2013,11,1277.2
10/4/2013,12,1250.06
10/4/2013,13,1233.66
10/4/2013,14,1251.88
10/4/2013,15,1257.86
10/4/2013,16,1207.29
10/4/2013,17,1123.79
10/4/2013,18,1077.58
10/4/2013,19,1136.08
10/4/2013,20,1106.13
10/4/2013,21,1055.7
10/4/2013,22,1003.38
10/4/2013,23,943.87
10/4/2013,24,891.79
10/5/2013,1,830.24
10/5/2013,2,810.67
10/5/2013,3,794.47
10/5/2013,4,775.49
10/5/2013,5,771.74
10/5/2013,6,787.63
10/5/2013,7,790.32
10/5/2013,8,923.79
10/5/2013,9,1052.28
10/5/2013,10,1147.72
10/5/2013,11,1170.45
10/5/2013,12,1173.53
10/5/2013,13,1140.51
10/5/2013,14,1121.15
10/5/2013,15,1099.51
10/5/2013,16,1050.15
10/5/2013,17,1029.42
10/5/2013,18,1044.31
10/5/2013,19,1114.13
10/5/2013,20,1082.82
10/5/2013,21,1034.37
10/5/2013,22,1000.53
10/5/2013,23,956.13
10/5/2013,24,914.16
10/6/2013,1,879.19
10/6/2013,2,847.04
10/6/2013,3,811.8
10/6/2013,4,797.33
10/6/2013,5,791.9
10/6/2013,6,773.91
10/6/2013,7,762.61
10/6/2013,8,801.73
10/6/2013,9,847.37
10/6/2013,10,914.88
10/6/2013,11,969.33
10/6/2013,12,991.41
10/6/2013,13,1000.49
10/6/2013,14,995.67
10/6/2013,15,974.92
10/6/2013,16,937.66
10/6/2013,17,938.09
10/6/2013,18,957.94
10/6/2013,19,1037.69
10/6/2013,20,1007.94
10/6/2013,21,1005.88
10/6/2013,22,976.32
10/6/2013,23,915.64
10/6/2013,24,866.67
10/7/2013,1,820.53
10/7/2013,2,807.53
10/7/2013,3,789.24
10/7/2013,4,779
10/7/2013,5,793.32
10/7/2013,6,826.89
10/7/2013,7,857.07
10/7/2013,8,1057.05
10/7/2013,9,1214.49
10/7/2013,10,1309.94
10/7/2013,11,1353.93
10/7/2013,12,1364.12
10/7/2013,13,1376.35
10/7/2013,14,1342.98
10/7/2013,15,1290.11
10/7/2013,16,1224.05
10/7/2013,17,1152.04
10/7/2013,18,1117.01
10/7/2013,19,1147.86
10/7/2013,20,1118.17
10/7/2013,21,1059.15
10/7/2013,22,1005.53
10/7/2013,23,935.84
10/7/2013,24,874.55
10/8/2013,1,828.28
10/8/2013,2,804.99
10/8/2013,3,790.23
10/8/2013,4,772.21
10/8/2013,5,789.66
10/8/2013,6,841.74
10/8/2013,7,843.08
10/8/2013,8,1023.68
10/8/2013,9,1186.86
10/8/2013,10,1274.9
10/8/2013,11,1311.8
10/8/2013,12,1314.04
10/8/2013,13,1309.57
10/8/2013,14,1323.66
10/8/2013,15,1321.2
10/8/2013,16,1352.24
10/8/2013,17,1183.7
10/8/2013,18,1118.66
10/8/2013,19,1174.01
10/8/2013,20,1136.83
10/8/2013,21,1090.28
10/8/2013,22,1035.62
10/8/2013,23,965.88
10/8/2013,24,893.12
10/9/2013,1,853.61
10/9/2013,2,842.44
10/9/2013,3,804.36
10/9/2013,4,797.07
10/9/2013,5,802.42
10/9/2013,6,833.32
10/9/2013,7,849.64
10/9/2013,8,1027.68
10/9/2013,9,1172.4
10/9/2013,10,1235.6
10/9/2013,11,1245.91
10/9/2013,12,1230.51
10/9/2013,13,1232.56
10/9/2013,14,1245
10/9/2013,15,1244.6
10/9/2013,16,1191.85
10/9/2013,17,1115.98
10/9/2013,18,1071.33
10/9/2013,19,1127.62
10/9/2013,20,1079.4
10/9/2013,21,1029.62
10/9/2013,22,981.41
10/9/2013,23,927.22
10/9/2013,24,871.43
10/10/2013,1,818.6
10/10/2013,2,787.51
10/10/2013,3,769.92
10/10/2013,4,729.1
10/10/2013,5,762.62
10/10/2013,6,801.24
10/10/2013,7,827.67
10/10/2013,8,1011.87
10/10/2013,9,1171.28
10/10/2013,10,1257.2
10/10/2013,11,1306.73
10/10/2013,12,1295.84
10/10/2013,13,1257.67
10/10/2013,14,1251.28
10/10/2013,15,1241.82
10/10/2013,16,1210.02
10/10/2013,17,1142.33
10/10/2013,18,1106.81
10/10/2013,19,1141.46
10/10/2013,20,1097.01
10/10/2013,21,1064.52
10/10/2013,22,1018.16
10/10/2013,23,953.75
10/10/2013,24,892.6
10/11/2013,1,838.83
10/11/2013,2,812.34
10/11/2013,3,789.05
10/11/2013,4,787.46
10/11/2013,5,793.94
10/11/2013,6,828.24
10/11/2013,7,842.1
10/11/2013,8,1028.42
10/11/2013,9,1174.5
10/11/2013,10,1225.36
10/11/2013,11,1217.32
10/11/2013,12,1203.82
10/11/2013,13,1176.31
10/11/2013,14,1159.13
10/11/2013,15,1138.84
10/11/2013,16,1108.07
10/11/2013,17,1024.64
10/11/2013,18,1005.89
10/11/2013,19,1041.69
10/11/2013,20,1024.13
10/11/2013,21,960.32
10/11/2013,22,919.32
10/11/2013,23,854.83
10/11/2013,24,819.66
10/12/2013,1,786.37
10/12/2013,2,749.84
10/12/2013,3,737.57
10/12/2013,4,723.25
10/12/2013,5,726.71
10/12/2013,6,622.91
10/12/2013,7,734.72
10/12/2013,8,865.14
10/12/2013,9,984.68
10/12/2013,10,1060.9
10/12/2013,11,1122.18
10/12/2013,12,1119.91
10/12/2013,13,1094.61
10/12/2013,14,1076.74
10/12/2013,15,1033.15
10/12/2013,16,1001.03
10/12/2013,17,985.8
10/12/2013,18,997.04
10/12/2013,19,1074.44
10/12/2013,20,1048.04
10/12/2013,21,1005.97
10/12/2013,22,982.73
10/12/2013,23,921.24
10/12/2013,24,883.19
10/13/2013,1,886.92
10/13/2013,2,850.81
10/13/2013,3,782.68
10/13/2013,4,766.38
10/13/2013,5,749.05
10/13/2013,6,736.3
10/13/2013,7,713.68
10/13/2013,8,772.57
10/13/2013,9,824.75
10/13/2013,10,886.03
10/13/2013,11,930.7
10/13/2013,12,935.56
10/13/2013,13,906.56
10/13/2013,14,879.24
10/13/2013,15,847
10/13/2013,16,838.47
10/13/2013,17,827.27
10/13/2013,18,853.87
10/13/2013,19,939.81
10/13/2013,20,931.76
10/13/2013,21,916.33
10/13/2013,22,870.59
10/13/2013,23,816.05
10/13/2013,24,771.88
10/14/2013,1,730.23
10/14/2013,2,719.54
10/14/2013,3,723.53
10/14/2013,4,718.66
10/14/2013,5,734.33
10/14/2013,6,779.68
10/14/2013,7,807.31
10/14/2013,8,984.5
10/14/2013,9,1108.03
10/14/2013,10,1203.56
10/14/2013,11,1261.98
10/14/2013,12,1261.3
10/14/2013,13,1248.89
10/14/2013,14,1265.25
10/14/2013,15,1246.96
10/14/2013,16,1207.88
10/14/2013,17,1124.01
10/14/2013,18,1079.27
10/14/2013,19,1138.46
10/14/2013,20,1113.43
10/14/2013,21,1067.62
10/14/2013,22,1000.35
10/14/2013,23,931.45
10/14/2013,24,879.09
10/15/2013,1,832.49
10/15/2013,2,802.55
10/15/2013,3,772.07
10/15/2013,4,750.12
10/15/2013,5,758.17
10/15/2013,6,799.56
10/15/2013,7,825.7
10/15/2013,8,976.85
10/15/2013,9,1109.33
10/15/2013,10,1161.94
10/15/2013,11,1191.87
10/15/2013,12,1192.55
10/15/2013,13,1201.74
10/15/2013,14,1218.2
10/15/2013,15,1217.98
10/15/2013,16,1173.74
10/15/2013,17,1102.8
10/15/2013,18,1080.33
10/15/2013,19,1101.96
10/15/2013,20,1069.91
10/15/2013,21,1014.09
10/15/2013,22,978.06
10/15/2013,23,923.01
10/15/2013,24,864.25
10/16/2013,1,814.97
10/16/2013,2,779.48
10/16/2013,3,756.26
10/16/2013,4,747.6
10/16/2013,5,757.76
10/16/2013,6,787.8
10/16/2013,7,809.39
10/16/2013,8,988.28
10/16/2013,9,1127.36
10/16/2013,10,1219.43
10/16/2013,11,1226.23
10/16/2013,12,1255.31
10/16/2013,13,1252.17
10/16/2013,14,1278.21
10/16/2013,15,1279.36
10/16/2013,16,1235.84
10/16/2013,17,1149.06
10/16/2013,18,1117.86
10/16/2013,19,1125.27
10/16/2013,20,1089
10/16/2013,21,1045.45
10/16/2013,22,1003.34
10/16/2013,23,917.43
10/16/2013,24,870.62
10/17/2013,1,817.06
10/17/2013,2,782.19
10/17/2013,3,761.72
10/17/2013,4,751.19
10/17/2013,5,765.18
10/17/2013,6,794.47
10/17/2013,7,805.85
10/17/2013,8,967.88
10/17/2013,9,1115.52
10/17/2013,10,1219.76
10/17/2013,11,1261.75
10/17/2013,12,1267.34
10/17/2013,13,1265.17
10/17/2013,14,1288.74
10/17/2013,15,1280.92
10/17/2013,16,1233.57
10/17/2013,17,1128.06
10/17/2013,18,1087
10/17/2013,19,1129.21
10/17/2013,20,1092.62
10/17/2013,21,1042.13
10/17/2013,22,988.89
10/17/2013,23,933.92
10/17/2013,24,863.36
10/18/2013,1,822.46
10/18/2013,2,794.67
10/18/2013,3,779.26
10/18/2013,4,767.54
10/18/2013,5,770.57
10/18/2013,6,795.61
10/18/2013,7,838.54
10/18/2013,8,1026.05
10/18/2013,9,1174.57
10/18/2013,10,1262.43
10/18/2013,11,1299.35
10/18/2013,12,1296.78
10/18/2013,13,1269.2
10/18/2013,14,1252.54
10/18/2013,15,1260.44
10/18/2013,16,1233.31
10/18/2013,17,1135.96
10/18/2013,18,1108.34
10/18/2013,19,1145.09
10/18/2013,20,1127.53
10/18/2013,21,1077.32
10/18/2013,22,1023.88
10/18/2013,23,957.47
10/18/2013,24,891.27
10/19/2013,1,855.34
10/19/2013,2,807.25
10/19/2013,3,792.58
10/19/2013,4,776.26
10/19/2013,5,776.9
10/19/2013,6,784.76
10/19/2013,7,780.71
10/19/2013,8,911.19
10/19/2013,9,1072.42
10/19/2013,10,1161.97
10/19/2013,11,1166.92
10/19/2013,12,1136.63
10/19/2013,13,1116.28
10/19/2013,14,1110.52
10/19/2013,15,1085.81
10/19/2013,16,1057.01
10/19/2013,17,1028.53
10/19/2013,18,1049.1
10/19/2013,19,1099.9
10/19/2013,20,1085.85
10/19/2013,21,1038.79
10/19/2013,22,1002.96
10/19/2013,23,953.29
10/19/2013,24,911.32
10/20/2013,1,864.55
10/20/2013,2,827.12
10/20/2013,3,807.43
10/20/2013,4,791.91
10/20/2013,5,776.59
10/20/2013,6,770.14
10/20/2013,7,743.16
10/20/2013,8,802.11
10/20/2013,9,840.28
10/20/2013,10,904.58
10/20/2013,11,960.7
10/20/2013,12,998.36
10/20/2013,13,991.72
10/20/2013,14,992.68
10/20/2013,15,958.45
10/20/2013,16,929.77
10/20/2013,17,911.25
10/20/2013,18,968.5
10/20/2013,19,1022.82
10/20/2013,20,1005.22
10/20/2013,21,992.2
10/20/2013,22,954.63
10/20/2013,23,891.9
10/20/2013,24,847.79
10/21/2013,1,816.44
10/21/2013,2,782.63
10/21/2013,3,765.92
10/21/2013,4,751.18
10/21/2013,5,764.82
10/21/2013,6,808.99
10/21/2013,7,833.23
10/21/2013,8,1024.58
10/21/2013,9,1174.28
10/21/2013,10,1185.32
10/21/2013,11,1208.74
10/21/2013,12,1225.14
10/21/2013,13,1226.7
10/21/2013,14,1262.02
10/21/2013,15,1253.18
10/21/2013,16,1202.68
10/21/2013,17,1128.51
10/21/2013,18,1103.35
10/21/2013,19,1127.68
10/21/2013,20,1081.17
10/21/2013,21,1036.47
10/21/2013,22,967.47
10/21/2013,23,906.43
10/21/2013,24,841.62
10/22/2013,1,804.5
10/22/2013,2,794.69
